clean_text,Emotion_predicted,Emotion_actual
fall firstdayoffall leave thingsdie depress cold noflipflops,sadness,sadness
fight battle world blackinamerica wearenotsafe,sadness,sadness
friend member vcfd mourn loss engineer ryan osler lodd,sadness,sadness
turn take care want break tire,sadness,sadness
lately depression feel like body like take little,sadness,sadness
sadness,sadness,sadness
love fight happiness anything,sadness,sadness
wait fact video hate question later protest policeshootings suggestion,joy,sadness
mono lisa cry well whole scene depress,sadness,sadness
everything go result lack understand misinformation medium sadness,sadness,sadness
unhappy life lmao,sadness,sadness
possible decision could make arrive shock service poor coverage unhappy,sadness,sadness
family,sadness,sadness
card play cub road sadness,sadness,sadness
n o   t e x t,anger,sadness
tomorrow since leave gbbo need mourn,sadness,sadness
lovely people gon na wake feel pretty glum,sadness,sadness
feel melancholic,sadness,sadness
horrid disease maternal grandmother sister suffer affliction hard,sadness,sadness
drown blue whiskey,sadness,sadness
jeremycorbyn full shill seriously need major rethink gove lifetime,sadness,sadness
depression feel like,sadness,sadness
seattlepi even hard fact seem sink despair,sadness,sadness
much earlier,joy,sadness
good heart lose responsible family information profile even dollar tweet,sadness,sadness
anything relate disneyworld florida holidayblues depress wantogoback,sadness,sadness
gent racism begin sadness segregation continue,sadness,sadness
turn take care want break tire lose,sadness,sadness
go principle paulhollywood go fame fortune gbbo depress,sadness,sadness
especially talk real person make feel real,joy,sadness
lay mop like intend next month,sadness,sadness
prefect night feel alone,sadness,sadness
n o   t e x t,anger,sadness
place keep get discourage get ta tell keep push,sadness,sadness
official touch issue address unhappy patheticservices,sadness,sadness
amaze day away depress,sadness,sadness
n o   t e x t,anger,sadness
place head quote worstenemy thinktoomuch,joy,sadness
come ortambo least passenger break bag suitcase unhappy customer,sadness,sadness
feel break hateful guilty love sadness,sadness,sadness
episode despair much shit gon na happen emotionally prepare,sadness,sadness
keep white mouth shut people target speak mourn,sadness,sadness
n o   t e x t,anger,sadness
leave house move violation terrancecrutcher truth,sadness,sadness
text,joy,sadness
sedate wake tomorrow,joy,sadness
stamp behind sofa give plenty love affection usual,joy,sadness
house basic requirement literally option discourage,sadness,sadness
want money,sadness,sadness
market depress place range,sadness,sadness
happy go back future upset,sadness,sadness
n o   t e x t,anger,sadness
gloomy hour,sadness,sadness
swallow swift go photo night see since autumn,joy,sadness
dishearten piss go toughest resolute defence worst shambolic scfc stohul,sadness,sadness
make laugh,joy,sadness
family,sadness,sadness
appal clear save button able generic unhappy,sadness,sadness
depress,sadness,sadness
good reporter quit,joy,sadness
dreary endure must,sadness,sadness
lover away gloom,sadness,sadness
compel news report nawalf blockade starve yemen dosomethingpoliticans,sadness,sadness
nova around hole sadness,sadness,sadness
cupcake vehicle available sadness,sadness,sadness
chilly rain damper afternoon cigar good thing cspanwj four congresscritters tomorrow,joy,sadness
extreme depression know difference,sadness,sadness
nthe crisp autumn freedom purchase death mourn,sadness,sadness
text,joy,sadness
part feel borderline despair least look situation control,sadness,sadness
life lose,sadness,sadness
monday dishearten,sadness,sadness
candice pout piss,sadness,sadness
whether despair agitate cull,joy,sadness
n o   t e x t,anger,sadness
little late worst fear stop police ourworld,sadness,sadness
n o   t e x t,anger,sadness
well obviously relapse sadness sickness madness misunderstand,sadness,sadness
school remember help neighbor clean back home greenville pretty sober stuff sadness,sadness,sadness
close eye dream awake weary sleepissues narcolepsy,sadness,sadness
store diego note replacement sadness need mine replace,sadness,sadness
straightner home feel lose without lose lostwithoutmyhairstraightener,sadness,sadness
hillary fancy fundraiser depress,sadness,sadness
nice place thursday somanypeople grim,sadness,sadness
monday,joy,sadness
n o   t e x t,anger,sadness
really,sadness,sadness
concern somber,sadness,sadness
customer equipment deliver speed internet service charge unhappy scam,sadness,sadness
many lose live still alive,joy,sadness
stay passerby lose muse melancholy,sadness,sadness
n o   t e x t,anger,sadness
pill handful like eternal winter melbourne grim overit,sadness,sadness
network cause damage support damage alone tire hurt nojustice surivivor nomore,sadness,sadness
sort poster die afaik,joy,sadness
soulboy sadly le hour drink time,sadness,sadness
minute fail every time try develop photo frustrate,sadness,sadness
sadness anxietymaybe missingfriends growingupsucks lostfriends wheresthetruefriends complication,sadness,sadness
mourn,sadness,sadness
transition excite hopeful college returner sick exhaust pessimist college,sadness,sadness
ride child cry find find nothing sullen misty moor,sadness,sadness
advice today polite sudden movement keep hand sadness,sadness,sadness
floor west sunday dishearten,sadness,sadness
simply worst airline worstairline ever use shock appauling dire dismal beyondajoke useless,sadness,sadness
half morning depress,sadness,sadness
earlier turnd away bcuz late agent silvereliteleftbehind unhappy,sadness,sadness
manager twitter form fanbase honestly despair time back fuck team mufc,sadness,sadness
start seriously dreadful,sadness,sadness
reward nicole depress paulwasrobbed rewardhardwork bitterjury,sadness,sadness
youtubers month honestly make depression much worse,sadness,sadness
please depress,sadness,sadness
sadness felt strongly physically mentally feel like take hard focus work mhchat,sadness,sadness
n o   t e x t,anger,sadness
n o   t e x t,anger,sadness
onthe helicopter say look like dude problem black,joy,sadness
court appeal woman deception pressure depress,sadness,sadness
n o   t e x t,anger,sadness
person see someone sing depress life relatable encourage,sadness,sadness
desire clean apartment something garbage manage depression,sadness,sadness
service tonight find season ticket holder seat purchase online force move away unhappy,sadness,sadness
never stay,sadness,sadness
earring sink school,sadness,sadness
wanttogobacktominehead,joy,sadness
somebody sober,sadness,sadness
sink go,sadness,sadness
pop,joy,sadness
stand hillaryclinton tolerance habitual liar trump either citizen despair,fear,sadness
tell mistake either nothing say initially race take ignorant,sadness,sadness
disappear solemnity anxiety lace feature,sadness,sadness
purple ollafest fight alarm need wake german sadness,joy,sadness
week know start wear tomorrow depress,sadness,sadness
make mourn,sadness,sadness
battle situation say handle march year unacceptable,joy,sadness
like either sunny gloomy cold,sadness,sadness
hour call back cancel order place already spend hour phone,sadness,sadness
dont shoot worry sadness grief,sadness,sadness
friday,joy,sadness
stupid dismal lame winter maybe dangerous,sadness,sadness
see local mall school football game dishearten,sadness,sadness
programme tonight upset extremeworld,sadness,sadness
pretty trigger tell ugly first confuse realise pretty ugly tumblr,sadness,sadness
look grim start drive tell turn around sick,sadness,sadness
argument argument use discourage display george cross shame,sadness,sadness
instructor like understand truly try despite circumstance make discourage,sadness,sadness
childhood experience inform adult relationship associative memory question ability process sadness,sadness,sadness
either season blame must dishearten see,sadness,sadness
sour face tiny pout,sadness,sadness
care many thing speak heaviness even release,sadness,sadness
customer equipment deliver speed internet service charge scam,anger,sadness
simper pout repeat yuck,sadness,sadness
tony,sadness,sadness
actually sink lool confuse,sadness,sadness
lifty eable lie remain remainer tear accept lose,sadness,sadness
finish deject luckily bathroom stall wait pant,sadness,sadness
happen father weary,sadness,sadness
could laugh right also feel like cry future country despair wakeupcall,sadness,sadness
bite start droop droop say mooncup alone blame,sadness,sadness
vega origin thats prevelant sadly,sadness,sadness
journey back sober,sadness,sadness
n o   t e x t,anger,sadness
nothing important world grieve,sadness,sadness
time customer rupee good tiagotatamotors tatamotors unhappy,sadness,sadness
sterushton genuinely grim stuff century history sell porn baron twat minty stadium urgh,sadness,sadness
little late worst fear stop police ourworld,sadness,sadness
crystal every part portray wrong dark atmosphere fact mamoru brainwash,sadness,sadness
young sober tunechi,sadness,sadness
daraidernation erockhd take number madden drop people unhappy,anger,sadness
lose,sadness,sadness
piece laughter stricken,joy,sadness
youtube tonight vigil hold tulsa metropolitan baptist church terencecruther justice anger sadness,anger,sadness
hang absolutely fuck grim even acrylic hold,sadness,sadness
football team nlast see enter banner sure since unhappy playwithsomeheart,sadness,sadness
unhappy easily offend,anger,sadness
fall love summer firstdayoffall goodbyesummer sadness bathingsuitsforever,sadness,sadness
rest,joy,sadness
awareness time lose awareness time lose,sadness,sadness
cheek hand step aside angela care know else,sadness,sadness
year brown longer normal,sadness,sadness
milloy like think sadly shed,sadness,sadness
break hold depth despair name love,sadness,sadness
hood badge public opinion indictment charlotte police dark sadtimes america race,sadness,sadness
minus beer sadly,sadness,sadness
make sulk,sadness,sadness
heaviness go william shakespeare forge ahead,sadness,sadness
pas refuse sober,sadness,sadness
make plummet depth despair,sadness,sadness
trump presidency dark world would definitely take short long term pain,sadness,sadness
music late incredibly behind complete album dig,joy,sadness
mutch even pitch fryer depth unfortunately cpfc,sadness,sadness
fuck tell unhappy leave fuckin around people side,sadness,sadness
mama ritamarley health mann wake today feel like self rejoice sadness,sadness,sadness
watch player play abysmal team dreadful jose save mufc,sadness,sadness
reminder video game could trigger happy time,joy,sadness
thing right great future hand thing lose needhelp,sadness,sadness
relentlessly say depress turnout provide cover steal election,sadness,sadness
alicia year longer contestant thevoice,joy,sadness
text,joy,sadness
football maybe shit marcos rojo mufc shock start dreadful,fear,sadness
year contact lady gaga thousand tweet would tweet,joy,sadness
havent cant anything havent lose friend mat ahut,sadness,sadness
guitar stand main character sort skim read grim unsettle,sadness,sadness
pair sunglass next limb lose,sadness,sadness
adrenaline rush depress,sadness,sadness
want adrian appear tell stop pout else,sadness,sadness
every action neach every attempt pierce armour numbness mgla,joy,sadness
twitter savvy real life facebook person help gain follower blog selfhelp depression,sadness,sadness
whenever grieve idgi,sadness,sadness
steve damper mood,sadness,sadness
text,joy,sadness
go would definitely live texas play depress,sadness,sadness
dreadful like seriously month well,sadness,sadness
step backward link rogerfederershop work lose hope roger federer website sadness,sadness,sadness
pretty trigger tell ugly first confuse realise pretty ugly tumblr,sadness,sadness
realdonaldtrump heat argument penis,sadness,sadness
best day behind,joy,sadness
often conflate depression sadness different remind mhchat,sadness,sadness
destroy inner peace dalai lama owntv heal depression anxiety intuition meditation book,sadness,sadness
class angeles dublin destroy luggage customer response time unhappy customer,sadness,sadness
teampaella present think arrive saturday sadly,sadness,sadness
morning piss even damn shoe come size know say,joy,sadness
n o   t e x t,anger,sadness
insanely determine hurt,sadness,sadness
either unproductive unhappy deal video badly,sadness,sadness
dreadful live footy match,sadness,sadness
eat material embodiment fart unborn chick,joy,sadness
sober,sadness,sadness
hate make pout face,sadness,sadness
well today beyond pout annoy afraid,sadness,sadness
reason human mind could kill animal never know despair,sadness,sadness
stamp behind sofa give plenty love affection usual,joy,sadness
deject deject aunt,sadness,sadness
still eternal sunshine mope,sadness,sadness
brand close tab relevant instantly thats kind detachment create serious,sadness,sadness
greener gloomy dayz,sadness,sadness
home own look mortgage balance often slowness depress,sadness,sadness
grim,sadness,sadness
feel life edge could either lose reason live jesuschristhealssavesask fatloss,sadness,sadness
music,sadness,sadness
go week take rest week work mourn sure understand gbbo,sadness,sadness
kitchen sink throw still pull knife fork ear,sadness,sadness
london,sadness,sadness
squash go able week unhappy,sadness,sadness
lose,sadness,sadness
alcohol sadly flare specific circumstance need careful,sadness,sadness
dismal situation bless,sadness,sadness
piss bottle seat grim,joy,sadness
mind find clean stave kitchen almost pensive,joy,sadness
fill report baitswitch carvana let fin levy badbusiness honoryourdeal unhappy,sadness,sadness
serious sleep consider take like benadryl itch badly,sadness,sadness
obviously like suck still grim watch,sadness,sadness
like play football pitch fuck dreadful certainly emirate pitch anyway,sadness,sadness
match pessimist optimist half empty head half full,sadness,sadness
yang guess really need sleep something kitten feel kinda deject right offline,sadness,sadness
world gloom almost though make sense whole part hydra part,sadness,sadness
legally person,joy,sadness
wish cold look,sadness,sadness
lose stillwaiting home day info ring time wheresmybag,sadness,sadness
mind dangerous place would like italy sell sadness,sadness,sadness
frown face tell beautiful,sadness,sadness
lose break make right,sadness,sadness
carriage birmingham hereford room stand anymore friday commute unhappy,sadness,sadness
gon na villase contact need anymore sadness melissavcomedy waitingforexplanation,sadness,sadness
disgust dishearten presidential race stop vote matter,sadness,sadness
home belly much bigger rest body couldnt preggy lose,joy,sadness
leave house move violation terrancecrutcher truth,sadness,sadness
different stay sixth form still oppressive architecture uninteresting people,sadness,sadness
never experience success last best hope another bournemouth,joy,sadness
rock bottom even though season away depth despair playoff njdevils,sadness,sadness
generosity pour give everything nick healthy happy lose,joy,sadness
n o   t e x t,anger,sadness
shock experience clear holiday book guy customerservicefail dreadful,fear,sadness
unhappy play right fmjacob,sadness,sadness
must really expensive whole family stay poland really miss,sadness,sadness
temper time regret thing inconsolable sydney harris,sadness,sadness
friday dull,sadness,sadness
always weary kennen senile kinda recently shes sweet attack,sadness,sadness
weary,sadness,sadness
nail do,joy,sadness
stick delusional dark hearted surprise lose prob also crime drop,sadness,sadness
frown,sadness,sadness
much offer nigga even right front face late,joy,sadness
edmonds reckon talk stress uncertainty gbbo future plot lose,sadness,sadness
n o   t e x t,anger,sadness
n o   t e x t,anger,sadness
establishment unhappy trump campaign brand energy could beat others either,sadness,sadness
dreadful,sadness,sadness
thing right great future hand thing needhelp,joy,sadness
second book tonight somber youpromised havemercy author writer needpublisher beingedited workingonsidebook,sadness,sadness
feel unfairly lip form frown try walk away,sadness,sadness
earlier turnd away bcuz late agent silvereliteleftbehind,sadness,sadness
walk sink cause lord know would sick stomach would want lbvfs,sadness,sadness
nstill feel mix inside kinda gloomy little optimistic figure,sadness,sadness
cleave fraction heart,joy,sadness
call round doom gloom move,sadness,sadness
time short rest weary,sadness,sadness
blue,sadness,sadness
depression give office call learn treatment wait,sadness,sadness
get le spacious lovely autumnal melancholy present apocalypse,joy,sadness
poop never dull biology department,sadness,sadness
onthe helicopter say look like dude problem black,joy,sadness
always strive bring best service customer always,sadness,sadness
tell candice stick shitty pout wind change gbbo,sadness,sadness
cover know cover mentalhealth psychology,sadness,sadness
frown existent face,sadness,sadness
campaign doom gloom election,sadness,sadness
expose everyone help,joy,sadness
constitutional right abortion constitutional right life safety protect right,sadness,sadness
context,joy,sadness
come arm go anywhere tony swear steve tell quiet solemn,sadness,sadness
want time ultimately leave unfulfilled joyless,sadness,sadness
n o   t e x t,anger,sadness
go realize riot perpetuate hate say go boycott city lose,sadness,sadness
want money,sadness,sadness
need come absolutely dreadful class goal carras carras show team,sadness,sadness
bean funereal,joy,sadness
casket want play call record complete glenewing lose podcast talkshoe,sadness,sadness
despair,sadness,sadness
n o   t e x t,anger,sadness
change uncle remus lewis theydontlikeyoueither lose unwoke,sadness,sadness
last time mop interview haha,sadness,sadness
text,joy,sadness
story recent day paint positive accomplishment trump challenge hillary surprise,joy,sadness
series depression quite well someone pick novel soon west,sadness,sadness
feel vigorous fine kill say hestia display despair rather joyful,joy,sadness
hour crew patch rude mechanicals amndbots,sadness,sadness
anxiety depression realise wait take action,sadness,sadness
onision eugenia cooney sure hell help depression still,sadness,sadness
wait fact video hate question later protest policeshootings suggestion,joy,sadness
often factor jump start economic growth,sadness,sadness
fuck go dame fuck clown take game channel would delete,sadness,sadness
drop price rather dismal attendance last night,sadness,sadness
note fact mask manufacturer produce smile frown,sadness,sadness
would lose mean balance sadness,sadness,sadness
punish criminal discourage crime circle continue,sadness,sadness
enjoy episode gloomy today feel sense inspiration listen,sadness,sadness
therefore sober watch unto prayer,sadness,sadness
sorry grim even disturb start lose trust twitter generally,sadness,sadness
successful tell ship sail first work last sink,sadness,sadness
racist girl stay gavc kick call,sadness,sadness
individual open depression anxiety help raise awareness beyondblue,sadness,sadness
around schalke werder bremen start campaign bremen dash late manager,sadness,sadness
room kick chair beneath amwriting dark,joy,sadness
leslie mtracey call pessimist think therapy whatever wrong anthony weiner,sadness,sadness
lose tonne,sadness,sadness
distraught gardevoir say wish trainer,joy,sadness
investigate child abuse really dark,sadness,sadness
online anyone rehabilitate anyone actually help affliction twitter video,sadness,sadness
say drink teach keep mouth shut ernest hemingway quote,anger,sadness
vein poor woman accidentally small problem engine outside,joy,sadness
possible decision could make arrive shock service poor coverage,sadness,sadness
streak do,joy,sadness
go infection frown look must hurt damn,sadness,sadness
mistake think make tweet isolate comment random twitter user,sadness,sadness
hour call back cancel order place already spend hour phone,sadness,sadness
gotham cause drop tabitha barb relationship make pine main,sadness,sadness
mop around episode moment emotional weakness felt sorry,sadness,sadness
never experience success last best hope another bournemouth,joy,sadness
alone credit card nope nope mope,sadness,sadness
cajunkangaroo justanavywife please could cloud passion emotion lead truth,sadness,sadness
make shall return cage dark corner cry laugh hysterical,sadness,sadness
always mess friend come mess serious twitter problem like friend filthy home,sadness,sadness
child afraid dark real tragedy life afraid light plato,sadness,sadness
forlorn scan witch house rest back elphie grimmerie go,joy,sadness
leave say doom gloom trump train much,sadness,sadness
culture dare anyone think discourage irish person attend match final,sadness,sadness
downtrodden part town brave stunt eleven,joy,sadness
plus tonight neitzkeamara work feel lose confuse,sadness,sadness
rosazambonini youtube think sink teeth something mean sooked,sadness,sadness
gloom want hear lovely thing airbnb,sadness,sadness
ask study hard like dreadful,sadness,sadness
way either accept go change mope,joy,sadness
say donut time week lose discourage linear,sadness,sadness
sober sober selenagomez revival,sadness,sadness
gloomy people gloomy remain brexit,sadness,sadness
half star together break affair porn vids slip fight rat,sadness,sadness
word mouth bitch sentence shit blood,anger,sadness
dark morning filter time light purpose,sadness,sadness
know serious,sadness,sadness
phone long mourn lose phone earpiece,sadness,sadness
anyone else literally pull office cause someone complain spit sink yesterday,sadness,sadness
watch penny dreadful,sadness,sadness
stuff leave back sober,sadness,sadness
negativity fill inside always happy gloomy world someone like exist namjoon,sadness,sadness
problem time take mean go date already sadly,sadness,sadness
positive situation discourage,sadness,sadness
british bake pout head,sadness,sadness
n o   t e x t,anger,sadness
blue,sadness,sadness
british political landscape desolate look foam wasteland think,joy,sadness
unhappy nngh email notif thank,sadness,sadness
gloom cloudy day,sadness,sadness
black outside idea travel whereami lose adventure,sadness,sadness
prayer divine intervention help would help,joy,sadness
wonderful post novelist discourage rejection usually work personal,joy,sadness
brodcast,joy,sadness
time sober wait friend house hour later wake vomit,sadness,sadness
commit crime soul sober know good,sadness,sadness
time slough check station floor lifeontheroad,sadness,sadness
murky water swim,joy,sadness
watch woman pout well,sadness,sadness
dark underneath star,sadness,sadness
text,joy,sadness
bottom solid ratio restaurant catch level level come,joy,sadness
white play record,sadness,sadness
hear issue make feel like hear customer unhappy,sadness,sadness
like band also frown band papa roach concert,sadness,sadness
bhagwanuvach shivaroor film story know could ploy escalate tension unverified report hype,sadness,sadness
thats grim,sadness,sadness
gon na leave also first plan break since go animation,sadness,sadness
need sulk always request song know,sadness,sadness
fake pout start chuckle,sadness,sadness
piss bottle seat,joy,sadness
instrument peace hate love injury pardon despair hope,sadness,sadness
older woman look sybil somber expression away can not blame,sadness,sadness
asfcofficial concede le west manutd northampton sink,sadness,sadness
toilet fuck grim state,sadness,sadness
jeremycorbyn full shill seriously need major rethink gove lifetime,sadness,sadness
group form oppose megaproject nlpoli never dull,sadness,sadness
well course progress sake progress must discourage problem substance rhetoric,sadness,sadness
next step minivan tomorrow drop line preschoolpolitics momthings serious,sadness,sadness
line quite funny doom gloom face long trip midweek whatgoesaroundcomesaround,sadness,sadness
shin good deed weary world roald dahl charlie chocolate factory,sadness,sadness
grind life change year even dark shin somewhere,sadness,sadness
run great north wait month time mostly dark ukrunchat,joy,sadness
awareness time lose awareness time,sadness,sadness
dreadful,sadness,sadness
trend despondent clinton keep glove guard punch like hell,sadness,sadness
year syrian conflict arm rebel army would think iraq sink kerry,sadness,sadness
mighty near give strength hope calm inner fear faith trust,joy,sadness
shop centre year figure today mark spencer lose,sadness,sadness
interest hear bout difference party political ideology party murky origin irrefutable vinb,sadness,sadness
dismissal worry around carrick lack pace dismal nimble midfielders carrick expose,sadness,sadness
lose island lose joshuajthurston,sadness,sadness
give smile emoticon dont like idea frown,sadness,sadness
much optimist know little mark twain,sadness,sadness
announce anything go thank love,joy,sadness
hillaryclinton use fear state view get fact make serious statement,fear,sadness
play unite sink,sadness,sadness
leave halfway wood grieve leave good youarenotalone nooneisalone,sadness,sadness
n o   t e x t,anger,sadness
ask frown curl fair skin forehead show scar scarredtiger,anger,sadness
feel strongly need work together right dreadful wrong,sadness,sadness
change uncle remus lewis theydontlikeyoueither unwoke,joy,sadness
player something shady jonathan toews frown know worldcupofhockey,sadness,sadness
get preposterous week week go jack nicholson joker gbbo,sadness,sadness
childhood experience inform adult relationship associative memory question ability process,sadness,sadness
grumpy frown upside nyou something next impossible today,sadness,sadness
expectation private philanthropy replace functional government service dangerous,sadness,sadness
pack medallion beef steak home cook steak pork unhappy mother,sadness,sadness
time play team player score take shirt jump away purely wind joyless cunt,anger,sadness
frown long,sadness,sadness
change spot lose,sadness,sadness
n o   t e x t,anger,sadness
push brexit gloom line manage ignore fact simply happen future,sadness,sadness
gate crash dumb idiosyncrasy sober people analyze situation banobee forty,sadness,sadness
opportunity knock complain noise,sadness,sadness
hillaryclinton realdonaldtrump serious practice religion church campaignin,joy,sadness
confuse type entire word laugh hour sadness almost pas,sadness,sadness
dark gritty though,sadness,sadness
night gallery fuck use towel sink,sadness,sadness
finish properly without cause serious mischief,sadness,sadness
hate talk dull subject matter yawnoff,sadness,sadness
williams ever actually save anyone sulk around kill random undesirable,sadness,sadness
affliction,sadness,sadness
well laugh sheldon leonard sober real way,sadness,sadness
football sometimes scary responsible many unhappy people arsene wenger,sadness,sadness
bruce help team rid pine game discussion mets,sadness,sadness
pine ridge little wind oelrichs start think transfer wan na stay cloud decision,sadness,sadness
post stupid font use would well nothing,sadness,sadness
carry sink,sadness,sadness
whilst edit power outage rebuild tomorrow podcast lose edit fail tomorrow,joy,sadness
pant,joy,sadness
hurt much past front single sign grieve magicall,sadness,sadness
blue play smooth talk nextt,sadness,sadness
watchin manchester unide manutd norffampton fink waynerooney still goal fret ice level,joy,sadness
small scandal kingdom child starve seat father table tozer,joy,sadness
play history applemusic music lose,sadness,sadness
good treadlines well deadline billclinton,sadness,sadness
ahead sink,sadness,sadness
joesmith ejamesl think huff pine grip,sadness,sadness
year brown longer normal,sadness,sadness
programme tonight upset extremeworld,sadness,sadness
chance would sydney team grand final response sydney team serious,sadness,sadness
tell mistake either nothing say initially race take ignorant,sadness,sadness
mother know dark humor need realize much butt apple pastel cat cutie,joy,sadness
lethalweapon funny serious,sadness,sadness
laugh quote sort rueful,joy,sadness
situation glad give deep think,sadness,sadness
score open play concede time progress mean draw saturday,sadness,sadness
kart need must regard psychological moment xbeujgb,joy,sadness
song blue neighborhood wild fool talk wesper nalso good serious inej feelz,sadness,sadness
bravehearted cave lover cage lover sage lover make soup twist spoony melancholy spike spice,sadness,sadness
attic luckily quickly sink wrong pronunciation still stop say stick,sadness,sadness
akkad know secretly pine masculine order objective morality discipline transcendent pursuit,sadness,sadness
sedate,joy,sadness
ob think departure make feel melancholic grateful safe journey,sadness,sadness
mind vision,joy,sadness
weary good,sadness,sadness
responsible do sober real blind,sadness,sadness
shit face,sadness,sadness
bore dull,sadness,sadness
fret,sadness,sadness
really pedal like nutter anywhere remember sedate,sadness,sadness
style competition create detail time,joy,sadness
soulless toy look nearly identical perfect expression consumerism enjoy franchise,sadness,sadness
take attention happily perch wonshik shoulder sulk jaehwan accidentally cause tiny explosion,sadness,sadness
radio film lot fan pond wale lose,joy,sadness
india armour protein malnutrition feedingindia skillingindia cognitive deficit abhijit iyer,sadness,sadness
realdonaldtrump heat argument penis,sadness,sadness
start show pout startasyoumeantogoon gbbo,sadness,sadness
weekend spraypainting greenwichmarket snub core lilylou fret benoakley,anger,sadness
swallow swift go photo night see since autumn,joy,sadness
work chancetherapper serious,sadness,sadness
tell pine want,sadness,sadness
grieve funeral person involve mark twain,sadness,sadness
take scuff come phone hand drop toilet,joy,sadness
generation le tribe survivor lose sole,joy,sadness
constipation issue know date relieve affliction jose,sadness,sadness
temper time regret thing inconsolable sydney harris,sadness,sadness
lose,sadness,sadness
figure ornament want spektar desolate gear well think right,sadness,sadness
walk cry corbyn supporter whisper mourn organise nand laugh laugh,sadness,sadness
dreadful season,sadness,sadness
money pessimist expect back,sadness,sadness
woman game fret nothing amiss royal theladyofglenco,sadness,sadness
year would early dismal work study bos know happen next,sadness,sadness
n o   t e x t,anger,sadness
felt like speak felt want overcome discourage,sadness,sadness
first episode bojack incredibly funny le funny stay drama,joy,sadness
pretend angelina brad everyone know dumb stay jennifer,sadness,sadness
pine chestnut peanut wait wrong film,sadness,sadness
stay person since,sadness,sadness
good last legacy billclinton clintonglobal thankfulmoment projectthankful,sadness,sadness
sullen sences cheer,joy,sadness
good time long time question habit unnerve doctor,sadness,sadness
decode blue get blue,sadness,sadness
fall stay discipline season goal fitness run sober mindset firstfriday family,sadness,sadness
talk halloween nyou dark music gothic bloody halloweenhorrornights,sadness,sadness
know dull reply still survivor member like say,sadness,sadness
blue,sadness,sadness
saviour harambe pray bless ape across world nhear solemn oath pardon sympathetic hominid,sadness,sadness
maybe pessimist wan na take chance wait relocate,sadness,sadness
forget nots mediumpurple pickering,sadness,sadness
forward hop lot stetson tilt rueful look whiskey glass,joy,sadness
wallahi dark time lamp shaytan,sadness,sadness
leave long slight pout turn smile nheheh kid fine,joy,sadness
good night davina sleep larh,joy,sadness
boston wed heal support addiction recovery buddhism meditation sober cambma meet harvardsq,sadness,sadness
today coffee drink serious business thursday bring friday,joy,sadness
pasta make sink bottom eat sausage tiny leftover pasta,sadness,sadness
serious respect pull well like maybe teach way,joy,sadness
dull sell fan group want verb like buy defend build secure,sadness,sadness
story recent day paint positive accomplishment trump challenge hillary surprise,joy,sadness
craig gordon stay park,sadness,sadness
sober wan na ruin,sadness,sadness
wan na make frown,sadness,sadness
mind cloud,joy,sadness
sink,sadness,sadness
dreadful netflix well afternoon fill,sadness,sadness
good billclinton,sadness,sadness
woman violent discourage really raise boy,sadness,sadness
bomb trophy autodealerlive realmatkoenig serious,sadness,sadness
cheat stay angie leave cheater love lust couple relationship date marriage divorce,sadness,sadness
peace do weary head rest supernatural,sadness,sadness
stay,sadness,sadness
discourage room beat week,sadness,sadness
also escape almost sink,sadness,sadness
bath suit le thing fret,sadness,sadness
cardiffbluessc italy another round let drop play take result guy blue,sadness,sadness
leave protect long lose reason power,sadness,sadness
meat eat well also approve drive lyft need sober,sadness,sadness
roll another dutch smoke nigga well pour another,sadness,sadness
serious,sadness,sadness
mask gladly make donation help name first initial serious,sadness,sadness
n o   t e x t,anger,sadness
bore redheadteen boldandbeautiful lose aday single date schkeuditz,sadness,sadness
paulrgoulden lisaluscious might pout star baker,sadness,sadness
night chris brown create dis track drake rihanna call first dark,sadness,sadness
sober,sadness,sadness
next step minivan tomorrow drop line preschoolpolitics momthings,sadness,sadness
n o   t e x t,anger,sadness
dark honey,sadness,sadness
piano lip part sixwordstory amwriting blue singer,sadness,sadness
clayorangecrush lakemurray,joy,sadness
na book vacation anyone wan na along adventure serious,sadness,sadness
moment rather sulk go ucsf opinion guy study oligodendroglioma,sadness,sadness
series watch literally nothing watch back back already watch hero lose jericho fallenskies,sadness,sadness
good reporter quit,joy,sadness
naked wrestle ask hole jaymohrsports,sadness,sadness
sink thereluctantcat,sadness,sadness
comfort,joy,sadness
brilliant make feel dull tattoo emoji,sadness,sadness
holy lord grieve lord strength nehemiah,sadness,sadness
sort thank slide plate away frown continue,sadness,sadness
thing afraid sober,sadness,sadness
n o   t e x t,anger,sadness
hermione lower voice slightly sound somewhat bitter perhaps even rueful would,sadness,sadness
want contact newcastlegateshead sunderland musician musicbusiness musicislife music musically band blue folk,sadness,sadness
shop centre year figure today mark spencer,sadness,sadness
like serious issue cause siyahleka whole time,sadness,sadness
male colourful female dull blend environment,sadness,sadness
locke tell lose,sadness,sadness
pine tree,sadness,sadness
penis serious,sadness,sadness
catch gloom would yield oddish candy catch vileplume would yield,sadness,sadness
sound like vampire say wan na sink teeth lad talent,sadness,sadness
fret much heaven,joy,sadness
marcos rojo run wing love blue fear red,sadness,sadness
text,joy,sadness
time slough check station floor lifeontheroad,sadness,sadness
dick nixon breakfast see blow cereal sink,sadness,sadness
reason discourage,sadness,sadness
grow weary good clintonglobal,sadness,sadness
happen discourage aspire olympia musician kuowrecord,sadness,sadness
imagine frown across face hilarity,joy,sadness
block pessimist step stone optimist,sadness,sadness
